symbol|mcap_B|pe|pb|earnings_yield|fcf_yield|ev_ebitda|roe|roic|profit_margin|fcf_margin|debt_equity|piotroski_f|div_yield|payout_ratio|value_score|quality_score|income_score|total_score|roe_fy21|roe_fy22|roe_fy23|roe_fy24|roe_fy25|roe_avg|roe_cv|roic_fy21|roic_fy22|roic_fy23|roic_fy24|roic_fy25|roic_avg|roic_cv|roe_trend|roic_trend|fcf_fy21_M|fcf_fy22_M|fcf_fy23_M|fcf_fy24_M|fcf_fy25_M|fcf_avg_M|fcf_positive_count|fcf_trend|Revenue_fy21|Revenue_fy22|Revenue_fy23|Revenue_fy24|Revenue_fy25|COGS_fy21|COGS_fy22|COGS_fy23|COGS_fy24|COGS_fy25|GP_fy21|GP_fy22|GP_fy23|GP_fy24|GP_fy25|GrossMargin_fy21|GrossMargin_fy22|GrossMargin_fy23|GrossMargin_fy24|GrossMargin_fy25|OpIncome_fy21|OpIncome_fy22|OpIncome_fy23|OpIncome_fy24|OpIncome_fy25|OpMargin_fy21|OpMargin_fy22|OpMargin_fy23|OpMargin_fy24|OpMargin_fy25|EBIT_fy21|EBIT_fy22|EBIT_fy23|EBIT_fy24|EBIT_fy25|EBITDA_fy21|EBITDA_fy22|EBITDA_fy23|EBITDA_fy24|EBITDA_fy25|EBITDAMargin_fy21|EBITDAMargin_fy22|EBITDAMargin_fy23|EBITDAMargin_fy24|EBITDAMargin_fy25|EBT_fy21|EBT_fy22|EBT_fy23|EBT_fy24|EBT_fy25|TaxRate_fy21|TaxRate_fy22|TaxRate_fy23|TaxRate_fy24|TaxRate_fy25|NI_fy21|NI_fy22|NI_fy23|NI_fy24|NI_fy25|NPM_fy21|NPM_fy22|NPM_fy23|NPM_fy24|NPM_fy25|EPS_fy21|EPS_fy22|EPS_fy23|EPS_fy24|EPS_fy25|NIGrowth_fy21|NIGrowth_fy22|NIGrowth_fy23|NIGrowth_fy24|NIGrowth_fy25|IntExp_fy21|IntExp_fy22|IntExp_fy23|IntExp_fy24|IntExp_fy25|DA_fy21|DA_fy22|DA_fy23|DA_fy24|DA_fy25|Assets_fy21|Assets_fy22|Assets_fy23|Assets_fy24|Assets_fy25|Liab_fy21|Liab_fy22|Liab_fy23|Liab_fy24|Liab_fy25|Equity_fy21|Equity_fy22|Equity_fy23|Equity_fy24|Equity_fy25|Cash_fy21|Cash_fy22|Cash_fy23|Cash_fy24|Cash_fy25|Debt_fy21|Debt_fy22|Debt_fy23|Debt_fy24|Debt_fy25|LTDebt_fy21|LTDebt_fy22|LTDebt_fy23|LTDebt_fy24|LTDebt_fy25|NetDebt_fy21|NetDebt_fy22|NetDebt_fy23|NetDebt_fy24|NetDebt_fy25|BVPS_fy21|BVPS_fy22|BVPS_fy23|BVPS_fy24|BVPS_fy25|OCF_fy21|OCF_fy22|OCF_fy23|OCF_fy24|OCF_fy25|FCF_fy21|FCF_fy22|FCF_fy23|FCF_fy24|FCF_fy25|CapEx_fy21|CapEx_fy22|CapEx_fy23|CapEx_fy24|CapEx_fy25|DnA_fy21|DnA_fy22|DnA_fy23|DnA_fy24|DnA_fy25|dWC_fy21|dWC_fy22|dWC_fy23|dWC_fy24|dWC_fy25|NetCF_fy21|NetCF_fy22|NetCF_fy23|NetCF_fy24|NetCF_fy25|FinCF_fy21|FinCF_fy22|FinCF_fy23|FinCF_fy24|FinCF_fy25|InvCF_fy21|InvCF_fy22|InvCF_fy23|InvCF_fy24|InvCF_fy25|FCFMargin_fy21|FCFMargin_fy22|FCFMargin_fy23|FCFMargin_fy24|FCFMargin_fy25|ROE_fy21|ROE_fy22|ROE_fy23|ROE_fy24|ROE_fy25|ROA_fy21|ROA_fy22|ROA_fy23|ROA_fy24|ROA_fy25|ROIC_fy21|ROIC_fy22|ROIC_fy23|ROIC_fy24|ROIC_fy25|DERatio_fy21|DERatio_fy22|DERatio_fy23|DERatio_fy24|DERatio_fy25|NetDERatio_fy21|NetDERatio_fy22|NetDERatio_fy23|NetDERatio_fy24|NetDERatio_fy25
SIS|7.8|8.95|1.71|11.17|21.04|6.59|20.19|17.49|2.91|5.49|0.28|6.0|5.45|44.74|72|65|16|153|24.38|19.49|17.12|17.01|19.12|19.42|13.8|9.55|10.29|11.04|12.52|17.89|12.26|24.3|flat|UP|-2330|932|1734|1416|1651|681|4|UP|32314000000|29062000000.0|27668000000.0|28821000000.0|30094000000.0|30371000000|27137000000.0|25714000000.0|26617000000.0|27680000000.0|1944000000|1925000000.0|1953000000.0|2204000000.0|2413000000.0|6.02|6.62|7.06|7.65|8.02|883220000.00|929930000.0|873530000.0|932440000.0|1148000000.0|2.73|3.2|3.16|3.23|3.82|883220000.00|929930000.0|873530000.0|932440000.0|1148000000.0|936640000.00|987910000.0|936240000.0|996310000.0|1212000000.0|2.90|3.4|3.38|3.46|4.03|988410000.00|858080000.0|799550000.0|869740000.0|1097000000.0|19.81|19.77|19.26|19.79|20.13|792620000.00|688480000.0|645590000.0|697600000.0|876420000.0|2.45|2.37|2.33|2.42|2.91|2260000.00|1.97|1.84|1.99|2.5|32.66|-13.14|-6.23|8.06|25.63|-27150000.00|-47390000.0|-89280000.0|-73210000.0|-51920000.0|53420000.00|57980000.0|62710000.0|63870000.0|63550000.0|11979000000|10756000000.0|10203000000.0|10678000000.0|11196000000.0|8728000000|7224000000.0|6434000000.0|6579000000.0|6612000000.0|3251000000|3532000000.0|3769000000.0|4099000000.0|4584000000.0|420020000.00|237200000.0|335570000.0|651230000.0|744600000.0|4589000000|3959000000.0|2954000000.0|2523000000.0|1287000000.0||||||-4169000000|-3722000000.0|-2584000000.0|-1769000000.0|-542600000.0|9.28|10.09|10.76|11.71|13.09|-2322000000|935930000.0|1735000000.0|1419000000.0|1657000000.0|-2330000000|931700000.0|1734000000.0|1416000000.0|1651000000.0|-8100000.0|-4230000.0|-490000.0|-3670000.0|-6050000.0|96190000.00|104280000.0|116590000.0|123040000.0|123740000.0|-3241000000|72890000.0|988720000.0|528500000.0|633120000.0|157130000.00|-182810000.0|98370000.0|315660000.0|93370000.0|2428000000|-1118000000.0|-1617000000.0|-1054000000.0|-1705000000.0|51050000.00|-800000.0|-19250000.0|-49420000.0|141010000.0|-7.21|3.21|6.27|4.91|5.49|26.16|20.3|17.68|17.73|20.19|5.62|5.11|5.21|5.58|6.56|12.06|10.17|10.37|12.24|16.68|1.41|1.12|0.78|0.62|0.28|1.28|1.05|0.69|0.43|0.12
CMAN|2.4|6.69|0.89|14.94|22.99|5.2|13.68|9.59|9.59|14.75|0.97|5.0|5.95|31.88|84|52|17|153||6.45|5.62|9.88|13.24|8.80|34.3||4.13|4.59|8.24|9.62|6.64|35.2|UP|UP||345|581|563|556|511|4|UP||3874000000.0|3572000000.0|3924000000.0|3769000000.0||2720000000.0|2390000000.0|2411000000.0|2322000000.0||1155000000.0|1183000000.0|1513000000.0|1447000000.0||29.8|33.11|38.56|38.38||343790000.0|383250000.0|607860000.0|571130000.0||8.87|10.73|15.49|15.15||343790000.0|383250000.0|607860000.0|571130000.0||676000000.0|711040000.0|939450000.0|909550000.0||17.45|19.9|23.94|24.13||177980000.0|165740000.0|325510000.0|408010000.0||27.98|32.06|26.95|11.5||151800000.0|136090000.0|251630000.0|361380000.0||3.92|3.81|6.41|9.59||0.16|0.14|0.26|0.38||54.39|-10.35|84.9|43.62||-156890000.0|-217020000.0|-171110000.0|-121330000.0||332200000.0|327780000.0|331580000.0|338420000.0||6768000000.0|6391000000.0|6472000000.0|6041000000.0||4416000000.0|3972000000.0|3925000000.0|3310000000.0||2275000000.0|2366000000.0|2508000000.0|2691000000.0||122660000.0|165170000.0|415380000.0|135380000.0||3769000000.0|3416000000.0|3257000000.0|2662000000.0||2041000000.0|1629000000.0|1663000000.0|1418000000.0||-3647000000.0|-3251000000.0|-2842000000.0|-2527000000.0||2.37|2.46|2.61|2.8||617600000.0|733680000.0|808540000.0|833960000.0||344900000.0|581140000.0|562600000.0|556100000.0||-272700000.0|-152540000.0|-245940000.0|-277860000.0||366790000.0|361270000.0|366700000.0|364670000.0||-62310000.0|47100000.0|-40380000.0|-9010000.0||-71280000.0|42520000.0|250210000.0|-280010000.0||-451730000.0|-622490000.0|-387730000.0|-882330000.0||-255520000.0|-113570000.0|-257820000.0|-293700000.0||8.9|16.27|14.34|14.75||5.52|4.72|9.57|13.68||3.12|3.64|5.91|5.71||4.1|4.46|8.03|9.5||1.6|1.41|1.28|0.98||1.55|1.34|1.12|0.93
WINNER|1.3|9.11|1.95|10.98|12.13|7.3|21.91|17.06|6.05|6.68|0.44|7.0|8.49|77.32|65|71|17|153||1.60|18.46|14.49|21.41|13.99|54.1||2.82|13.92|10.90|17.55|11.30|48.1|UP|UP||-16|235|70|154|111|3|UP||2040000000.0|2072000000.0|2137000000.0|2310000000.0||1591000000.0|1600000000.0|1668000000.0|1789000000.0||449270000.0|471550000.0|469720000.0|521090000.00000006||22.02|22.76|21.98|22.56||152560000.0|158700000.0|139240000.0|195020000.0||7.48|7.66|6.51|8.44||152560000.0|158700000.0|139240000.0|195020000.0||173710000.0|178850000.0|158030000.0|213300000.0||8.51|8.63|7.39|9.23||51430000.0|146590000.0|126250000.0|171750000.0||81.72|22.39|28.57|18.68||9400000.0|113770000.0|90180000.0|139680000.0||0.46|5.49|4.22|6.05||0.02|0.19|0.15|0.23||-91.35|1109.84|-20.74|54.89||-5770000.0|-8520000.0|-8960000.0|-7960000.0||21150000.0|20140000.0|18790000.0|18280000.0||1321000000.0|1232000000.0|1289000000.0|1239000000.0||734040000.0|615830000.0|666950000.0|586620000.0||586960000.0|616170000.0|622050000.0|652380000.0||33960000.0|33850000.0|44270000.0|33840000.0||436740000.0|302260000.0|334210000.0|285280000.0|||||||-402780000.0|-268410000.00000003|-289940000.0|-251440000.0||0.98|1.03|1.04|1.09||-3930000.0|248980000.0|92780000.0|183490000.0||-15820000.0|235380000.0|69980000.0|154310000.0||-11890000.0|-13590000.0|-22800000.0|-29180000.0||34670000.0|33270000.000000004|29600000.0|29110000.0||-156910000.0|93350000.0|-64489999.99999999|-11240000.0||-3960000.0|-240000.0|10420000.0|-10430000.0||22160000.0|-232050000.0|-56000000.0|-165450000.0||-22200000.0|-17170000.0|-26360000.0|-28480000.0||-0.78|11.36|3.27|6.68||1.48|18.92|14.56|21.91||7.33|7.77|6.9|9.64||2.89|13.15|11.07|17.46||0.75|0.49|0.54|0.44||0.69|0.44|0.47|0.39
DMT|13.2|12.33|1.55|8.11|13.17|5.96|12.64|13.95|40.53|65.8|0.0|7.0|7.86|94.59|58|79|15|152|4.22|7.99|11.77|10.59|12.60|9.43|32.2|4.52|8.16|10.97|10.62|13.38|9.53|31.5|UP|UP|474|1148|1475|1567|1742|1281|5|UP|1202000000|1832000000.0|2325000000.0|2469000000.0|2648000000.0|518140000.00|654960000.0|839270000.0|1099000000.0|1071000000.0|684240000.00|1177000000.0|1486000000.0|1370000000.0|1577000000.0|56.91|64.25|63.9|55.47|59.56|506620000.00|969680000.0|1248000000.0|1121000000.0|1317000000.0|42.13|52.93|53.69|45.41|49.75|506620000.00|969680000.0|1248000000.0|1121000000.0|1317000000.0|732930000.00|1334000000.0|1778000000.0|1858000000.0|2039000000.0|60.96|72.8|76.47|75.25|77.02|489310000.00|977030000.0|1252000000.0|1128000000.0|1341000000.0|17.37|20.11|20.1|20.47|19.93|404300000.0|780580000.0|1001000000.0|897430000.0|1073000000.0|33.63|42.61|43.05|36.35|40.53|360000.00|0.66|0.85|0.76|0.91|-48.91|93.07|28.24|-10.35|19.58|-24190000.00|-2040000.0|-22580000.0|-20870000.0|-4360000.0|226310000.00|364060000.0|529549999.99999994|736810000.0|721930000.0|10256000000|10464000000.0|10037000000.0|9421000000.0|9321000000.0|682690000.00|692110000.0|1534000000.0|942930000.0|804870000.0|9573000000|9772000000.0|8491000000.0|8466000000.0|8504000000.0|321750000.00|306940000.0|252870000.0|315740000.0|672450000.0|16690000.00|29010000.0|837560000.0|233850000.0|40120000.0||||||405060000.00|995230000.0|-425050000.0|454800000.0|1081000000.0|8.10|8.27|7.19|7.17|7.2|483590000.00|1160000000.0|1531000000.0|1643000000.0|1772000000.0|474430000.00|1148000000.0|1475000000.0|1567000000.0|1742000000.0|-9160000.00|-12590000.0|-56730000.0|-76260000.0|-29980000.0|226310000.00|364060000.0|529549999.99999994|736810000.0|721930000.0|-198800000.0|-149630000.0|-71880000.0|-40150000.0|-60010000.0|-95440000.00|-14820000.0|-54070000.0|62870000.0|356710000.0|-620230000.00|-602080000.0|-1479000000.0|-1576000000.0|-1235000000.0|41200000.0|-573190000.0|-106950000.0|-4110000.0000000005|-180450000.0|39.46|62.65|63.42|63.47|65.8|4.71|8.07|10.95|10.57|12.64|3.03|5.85|7.61|7.2|8.79|4.53|8.36|10.91|10.52|13.64|0.00|0.0|0.1|0.03|0.01|-0.04|-0.1|0.05|-0.05|-0.13
TQR|1.1|11.24|2.17|8.9|9.63|5.0|19.41|132.75|36.25|39.21|0.01|6.0|8.1|88.93|54|83|15|152||19.77|20.08|19.57|19.32|19.68|1.4||22.41|24.18|23.59|25.75|23.98|5.0|flat|flat||89|102|133|109|108|4|UP||243500000.0|249930000.0|258920000.00000003|278990000.0||56690000.0|57730000.0|59590000.0|62080000.0||186800000.0|192200000.0|199320000.0|216910000.0||76.72|76.9|76.98|77.75||123740000.0|131340000.0|123680000.0|131130000.0||50.82|52.55|47.77|47.0||123740000.0|131340000.0|123680000.0|131130000.0||125380000.0|133020000.00000001|125410000.0|132979999.99999999||51.49|53.22|48.44|47.66||123040000.0|125700000.0|125680000.0|126100000.0||20.14|20.2|20.24|20.28||98230000.0|100310000.0|100350000.0|101120000.0||40.34|40.13|38.76|36.24||0.43|0.44|0.44|0.44||0.76|2.12|0.04|0.77||-700000.0|-480000.0|-510000.0|-550000.0||1650000.0|1680000.0|1730000.0|1850000.0||595320000.0|591570000.0|599050000.0|632300000.0||98520000.0|91970000.0|86390000.0|109010000.0||495440000.0|498230000.0|511390000.0|523280000.0||64480000.00000001|70780000.0|102580000.0|124730000.0||8630000.0|4660000.0|8039999.999999999|7380000.0|||||||420730000.0|387990000.0|423730000.0|440790000.0||2.15|2.17|2.22|2.28||90110000.0|102780000.0|141510000.0|110860000.0||88920000.0|101640000.0|133110000.00000001|109390000.0||-1190000.0|-1140000.0|-8400000.0|-1470000.0||6500000.0|6360000.0|5920000.0|5490000.0||-16000000.0|-7410000.0|36640000.0|2170000.0||-84080000.0|6300000.0|31800000.0|22150000.0||-70760000.0|-101490000.0|-97140000.0|-93890000.0||-103990000.0|5010000.0|-12560000.0|5200000.0||36.52|40.67|51.41|39.21||20.56|20.14|19.81|19.41||13.54|13.83|12.98|13.31||149.98|111.69|98.39|121.96||0.02|0.01|0.02|0.01||-0.85|-0.78|-0.83|-0.84
AMARC|1.6|10.44|2.72|9.7|9.66|7.37|28.24|35.94|32.05|31.93|0.03|7.0|6.35|45.01|45|87|19|151|11.74|2.65|1.87|7.66|26.34|10.05|88.5|8.13|4.69|2.19|6.25|21.93|8.64|80.2|UP|UP|54|33|-13|58|158|58|4|UP|248550000.00|264260000.0|293850000.0|349090000.0|494660000.0|141020000.00|158170000.0|180740000.0|205400000.0|225720000.0|107530000.00|106090000.0|113110000.0|143690000.0|268940000.0|43.26|40.15|38.49|41.16|54.37|34370000.00|24120000.0|15780000.0|41380000.0|158270000.0|13.83|9.13|5.37|11.85|32.0|34370000.00|24120000.0|15780000.0|41380000.0|158270000.0|58990000.00|53300000.0|20450000.0|75820000.0|194280000.0|23.73|20.17|6.96|21.72|39.27|27480000.00|17940000.0|12610000.0|39560000.0|157310000.0|9.52|19.11|23.54|||24860000.00|14520000.0|9640000.0|39900000.0|158560000.0|10.00|5.49|3.28|11.43|32.05|80000.00|0.04|0.02|0.09|0.38|-12.53|-41.62|-33.56|313.7|297.41|-6890000.00|-6170000.0|-2830000.0|-1820000.0|-960000.0|24610000.00|29180000.0|4670000.0|34440000.0|36010000.0|448130000.00|699350000.0|648670000.0|641510000.0|705380000.0|236290000.00|151450000.0|134340000.0|120460000.0|103490000.0|211840000.00|547900000.0|514330000.0|521050000.0|601890000.0|3110000.00|227420000.0|33020000.000000004|30050000.0|45560000.0|173590000.00|95690000.0|69210000.0|38370000.0|21020000.0|71400000.0|||||-168760000.00|131860000.00000001|54840000.0|72550000.0|165320000.0|0.71|1.3|1.22|1.24|1.43|73600000.0|53520000.0|45360000.0|79600000.0|207630000.0|54380000.00|32750000.0|-12590000.0|57660000.0|157960000.0|-19230000.00|-20770000.0|-57950000.0|-21930000.0|-49660000.0|27970000.00|33049999.999999996|36680000.0|39960000.0|41150000.0|8090000.00|-5250000.0|-5680000.0|-1550000.0|8140000.000000001|1520000.00|44310000.0|-14390000.0|-3090000.0|15510000.0|-52640000.00|192380000.0|-82200000.0|-66459999.99999999|-94330000.0|-19440000.00|-201590000.0|22440000.0|-16230000.0|-97790000.0|21.88|12.39|-4.29|16.52|31.93|12.13|3.82|1.82|7.71|28.24|4.94|2.63|1.46|4.01|14.69|8.17|4.9|2.76|9.12|35.76|0.82|0.18|0.14|0.07|0.04|0.80|-0.24|-0.11|-0.14|-0.28
SISB|9.8|10.16|2.48|9.84|8.73|6.9|26.25|39.34|37.26|33.05|0.14|5.0|4.9|41.04|54|80|16|150|10.36|16.13|23.44|26.17|24.36|20.09|29.6|10.32|16.15|30.39|27.76|28.85|22.69|35.2|UP|UP|-142|171|472|751|853|421|4|UP|1071000000|1340000000.0|1931000000.0|2394000000.0|2582000000.0|558420000.00|653310000.0|897510000.0|1078000000.0|1179000000.0|512830000.00|686650000.0|1033000000.0|1316000000.0|1403000000.0|47.87|51.24|53.51|54.96|54.35|229750000.00|385680000.0|651200000.0|871460000.0|922460000.0|21.45|28.78|33.73|36.4|35.73|229750000.00|385680000.0|651200000.0|871460000.0|922460000.0|359810000.00|520970000.0|816250000.0|1067000000.0|1128000000.0|33.59|38.88|42.28|44.58|43.68|208900000.0|370190000.0|654600000.0|894000000.0|972790000.0|0.07|0.25|0.16|0.99|1.11|208750000.00|369280000.0|653530000.0|885190000.0|961980000.0|19.49|27.56|33.85|36.97|37.26|220000.00|0.39|0.7|0.94|1.02|30.53|76.9|76.98|35.45|8.67|-23630000.00|-22740000.0|-22440000.0|-25340000.0|-29710000.0|130060000.00|135290000.0|165050000.0|196040000.0|205210000.0|3334000000|3914000000.0|4636000000.0|5488000000.0|6165000000.0|1319000000|1625000000.0|1848000000.0|2106000000.0|2217000000.0|2013000000|2289000000.0|2787000000.0|3381000000.0|3948000000.0|245640000.00|364550000.0|1093000000.0|820580000.0|1358000000.0|457370000.00|456290000.0|444570000.0|546510000.0|571290000.0||||||306610000.00|353380000.0|668520000.0|1029000000.0|1520000000.0|2.14|2.43|2.96|3.6|4.2|428710000.00|700300000.0|1170000000.0|1228000000.0|1188000000.0|-142480000.00|171330000.0|471600000.0|751080000.0|853280000.0|-571190000.00|-528970000.0|-698160000.0|-476690000.0|-334660000.0|152790000.00|159730000.0|190020000.0|223260000.0|234930000.0|40420000.00|140850000.0|327720000.0|132949999.99999999|32659999.999999996|-266660000.00|118910000.0|728540000.0|-272510000.0|536990000.0|-104220000.00|-129870000.0|-186760000.0|-331430000.0|-437220000.0|-591150000.00|-451520000.0|-254460000.0|-1169000000.0|-213720000.0|-13.30|12.79|24.43|31.37|33.05|10.73|17.16|25.74|28.7|26.25|4.42|6.65|9.52|10.76|9.89|15.23|21.11|32.06|38.59|38.16|0.23|0.2|0.16|0.16|0.14|-0.15|-0.15|-0.24|-0.3|-0.38
PYLON|2.1|10.17|1.91|9.83|12.09|4.95|20.4|33.83|14.16|17.41|0.08|6.0|8.39|85.38|58|77|15|150|4.07|11.39|10.17|0.05|18.75|8.89|72.3|6.08|13.01|10.83|-0.98|20.76|9.94|72.7|UP|UP|222|-31|240|91|259|156|4|UP|785870000.00|1147000000.0|1479000000.0|813600000.0|1489000000.0|675650000.00|934760000.0|1272000000.0|750240000.0|1149000000.0|110220000.00|212000000.0|207620000.0|63360000.0|340210000.0|14.03|18.49|14.04|7.79|22.85|43250000.00|137390000.0|124360000.0|-10230000.0|252960000.0|5.50|11.98|8.41|-1.26|16.99|43250000.00|137390000.0|124360000.0|-10230000.0|252960000.0|126950000.00|224960000.0|205320000.0|61460000.0|315330000.0|16.16|19.62|13.88|7.55|21.18|43820000.00|146720000.0|130509999.99999999|-1360000.0|260720000.00000003|9.27|18.35|18.52||19.15|39760000.00|119790000.0|106340000.0|500000.0|210790000.0|5.06|10.45|7.19|0.06|14.16|50000.00|0.16|0.14|0.0|0.28|-78.22|201.32|-11.24|-99.53|41954.75|-2830000.00|-1320000.0|-1280000.0|-1550000.0|-2850000.0|83710000.00|87570000.0|80960000.0|71690000.0|62370000.0|1212000000|1279000000.0|1269000000.0|1097000000.0|1513000000.0|234810000.00|226650000.0|222640000.0|153920000.0|389350000.0|977510000.00|1052000000.0|1046000000.0|942910000.0|1124000000.0|378090000.00|205600000.0|131860000.00000001|141750000.0|223770000.0|45720000.00|15610000.0|21200000.0|30310000.0|85020000.0||2430000.0|8570000.0|4280000.0||372370000.00|295070000.0|425820000.0|402130000.0|561180000.0|1.30|1.4|1.4|1.26|1.5|265040000.00|-11390000.0|261260000.0|101330000.0|297700000.0|222120000.00|-31070000.0|239860000.0|91390000.0|259230000.00000003|-42930000.00|-19690000.0|-21400000.0|-9930000.0|-38470000.0|96320000.00|93880000.0|86630000.0|74550000.0|66849999.99999999|163280000.00|-226380000.0|42840000.0|48680000.0|-65700000.0|185120000.00|-172490000.0|-73740000.0|9890000.0|82020000.0|-147820000.00|-77590000.0|-107250000.0|-114780000.0|-47480000.0|67890000.00|-83510000.0|-227740000.0|23350000.0|-168200000.0|28.26|-2.71|16.21|11.23|17.41|3.93|11.8|10.13|0.05|20.4|2.13|6.89|6.1|-0.54|12.12|5.62|16.47|14.71|-1.76|37.07|0.05|0.02|0.02|0.03|0.08|-0.38|-0.28|-0.41|-0.43|-0.5
JCT|1.1|9.28|0.75|10.77|11.87|4.06|8.2|12.16|13.1|14.43|None|6.0|6.02|75.67|79|54|17|150|5.20|6.78|7.06|7.11|8.05|6.84|13.5|5.40|8.09|7.36|7.52|9.39|7.55|17.1|UP|UP|97|35|51|88|128|80|5|UP|712250000.00|763180000.0|827330000.0|836470000.0|885730000.0|408440000.00|409190000.0|441010000.0|452790000.0|484450000.0|303810000.00|353990000.0|386320000.0|383680000.0|401280000.0|42.66|46.38|46.7|45.87|45.3|74330000.00|108920000.0|114440000.0|113420000.0|135070000.0|10.44|14.27|13.83|13.56|15.25|74330000.00|108920000.0|114440000.0|113420000.0|135070000.0|96660000.00|129340000.0|133870000.0|130639999.99999999|151790000.0|13.57|16.95|16.18|15.62|17.14|79560000.00|109840000.0|116390000.0|120890000.0|131550000.00000001|17.67|19.5|18.27|18.38|11.83|65500000.0|88420000.0|95130000.0|98670000.0|115990000.0|9.20|11.59|11.5|11.8|13.1|4850000.00|6.55|7.05|7.31|8.59|-2.70|34.99|7.59|3.72|17.55|-330000.00|-380000.0|-610000.0|-730000.0|-780000.0|22340000.00|20410000.0|19430000.0|17220000.0|16719999.999999998|1461000000|1603000000.0|1569000000.0|1582000000.0|1641000000.0|202080000.00|297390000.0|222570000.0|193850000.0|201070000.0|1258920000.00|1305610000.0|1346430000.0|1388150000.0|1439930000.0|125300000.0|221590000.0|76930000.0|156540000.0|171740000.0||470000.0|||||||||406000000|471600000.0|258700000.0|398060000.0|460100000.0|93.28|96.69|99.74|102.81|106.69|108270000.00|45070000.0|66390000.0|93090000.0|137380000.0|96940000.00|34830000.0|51490000.0|88460000.0|127790000.0|-11330000.00|-10240000.0|-14900000.0|-4630000.0|-9590000.0|22340000.00|20410000.0|19430000.0|17220000.0|16719999.999999998|18470000.00|-68640000.0|-39770000.0|-17870000.0|20040000.0|-97980000.00|96290000.0|-144660000.0|79600000.0|15210000.0|-46250000.00|-46140000.0|-53060000.0|-55580000.0|-87770000.0|-158880000.00|98970000.0|-156900000.0|39560000.0|-31930000.0|13.61|4.56|6.22|10.58|14.43|5.34|6.89|7.17|7.22|8.2|3.27|4.44|4.51|4.5|5.24|7.25|10.39|9.74|8.91|12.09||||||-0.32|-0.36|-0.19|-0.29|-0.32
SAMART|5.4|11.34|0.77|8.88|19.44|3.81|9.89|10.31|4.39|9.62|0.61|8.0|5.19|20.99|75|57|17|149||-24.79|-6.17|1.96|6.86|-5.54|999.0||0.51|4.25|5.53|10.40|5.17|68.4|UP|UP||-287|677|2507|1049|987|3|UP||9151000000.0|10254000000.0|10139000000.0|10910000000.0||7510000000.0|8359000000.0|7899000000.0|8406000000.0||1641000000.0|1895000000.0|2240000000.0|2504000000.0||17.93|18.48|22.09|22.95||79990000.0|591020000.0|798810000.0|1199000000.0||0.87|5.76|7.88|10.99||79990000.0|591020000.0|798810000.0|1199000000.0||731870000.0|1407000000.0|1745000000.0|2176000000.0||8.0|13.72|17.21|19.95||-850670000.0|-495340000.0|485180000.0|901720000.0||||37.99|24.55||-955150000.0|-389920000.0|132919999.99999999|479310000.0||-10.44|-3.8|1.31|4.39||-0.95|-0.39|0.13|0.48|||||260.59||-458630000.0|-513570000.00000006|-321660000.0|-262029999.99999997||651880000.0|816090000.0|946090000.0|976790000.0||19336000000.0|19109000000.0|18099000000.0|17027000000.0||15483000000.0|12787000000.0|11329000000.0|10043000000.0||2679000000.0|4854000000.0|5104000000.0|5325000000.0||1636000000.0|2455000000.0|3035000000.0|2563000000.0||10284000000.0|7247000000.0|5224000000.0|4276000000.0||3393000000.0|2395000000.0|1440000000.0|1034000000.0||-8615000000.0|-4788000000.0|-2104000000.0|-1512000000.0||2.66|4.82|5.07|5.32||904740000.0|1088000000.0|3100000000.0|1483000000.0||-286920000.0|677260000.0|2507000000.0|1049000000.0||-1192000000.0|-410710000.0|-592720000.0|-433210000.0||771940000.0|903100000.0|1023000000.0|1048000000.0||266760000.0|-838270000.0|1614000000.0|-859390000.0||327520000.0|819230000.0|580120000.0|-472150000.0||645390000.0|16880000.0|-2028000000.0|-1361000000.0||-1234000000.0|-282960000.0|-471580000.0|-525730000.0||-3.14|6.6|24.73|9.62||-31.07|-12.66|4.6|9.89||0.27|1.92|2.68|4.27||0.63|5.01|4.96|10.42||2.67|1.15|0.77|0.61||2.24|0.76|0.31|0.22
