symbol|mcap_B|pe|pb|earnings_yield|fcf_yield|ev_ebitda|roe|roic|profit_margin|fcf_margin|debt_equity|piotroski_f|div_yield|payout_ratio|value_score|quality_score|income_score|total_score|roe_fy21|roe_fy22|roe_fy23|roe_fy24|roe_fy25|roe_avg|roe_cv|roic_fy21|roic_fy22|roic_fy23|roic_fy24|roic_fy25|roic_avg|roic_cv|roe_trend|roic_trend|fcf_fy21_M|fcf_fy22_M|fcf_fy23_M|fcf_fy24_M|fcf_fy25_M|fcf_avg_M|fcf_positive_count|fcf_trend|Revenue_fy21|Revenue_fy22|Revenue_fy23|Revenue_fy24|Revenue_fy25|COGS_fy21|COGS_fy22|COGS_fy23|COGS_fy24|COGS_fy25|GP_fy21|GP_fy22|GP_fy23|GP_fy24|GP_fy25|GrossMargin_fy21|GrossMargin_fy22|GrossMargin_fy23|GrossMargin_fy24|GrossMargin_fy25|OpIncome_fy21|OpIncome_fy22|OpIncome_fy23|OpIncome_fy24|OpIncome_fy25|OpMargin_fy21|OpMargin_fy22|OpMargin_fy23|OpMargin_fy24|OpMargin_fy25|EBIT_fy21|EBIT_fy22|EBIT_fy23|EBIT_fy24|EBIT_fy25|EBITDA_fy21|EBITDA_fy22|EBITDA_fy23|EBITDA_fy24|EBITDA_fy25|EBITDAMargin_fy21|EBITDAMargin_fy22|EBITDAMargin_fy23|EBITDAMargin_fy24|EBITDAMargin_fy25|EBT_fy21|EBT_fy22|EBT_fy23|EBT_fy24|EBT_fy25|TaxRate_fy21|TaxRate_fy22|TaxRate_fy23|TaxRate_fy24|TaxRate_fy25|NI_fy21|NI_fy22|NI_fy23|NI_fy24|NI_fy25|NPM_fy21|NPM_fy22|NPM_fy23|NPM_fy24|NPM_fy25|EPS_fy21|EPS_fy22|EPS_fy23|EPS_fy24|EPS_fy25|NIGrowth_fy21|NIGrowth_fy22|NIGrowth_fy23|NIGrowth_fy24|NIGrowth_fy25|IntExp_fy21|IntExp_fy22|IntExp_fy23|IntExp_fy24|IntExp_fy25|DA_fy21|DA_fy22|DA_fy23|DA_fy24|DA_fy25|Assets_fy21|Assets_fy22|Assets_fy23|Assets_fy24|Assets_fy25|Liab_fy21|Liab_fy22|Liab_fy23|Liab_fy24|Liab_fy25|Equity_fy21|Equity_fy22|Equity_fy23|Equity_fy24|Equity_fy25|Cash_fy21|Cash_fy22|Cash_fy23|Cash_fy24|Cash_fy25|Debt_fy21|Debt_fy22|Debt_fy23|Debt_fy24|Debt_fy25|LTDebt_fy21|LTDebt_fy22|LTDebt_fy23|LTDebt_fy24|LTDebt_fy25|NetDebt_fy21|NetDebt_fy22|NetDebt_fy23|NetDebt_fy24|NetDebt_fy25|BVPS_fy21|BVPS_fy22|BVPS_fy23|BVPS_fy24|BVPS_fy25|OCF_fy21|OCF_fy22|OCF_fy23|OCF_fy24|OCF_fy25|FCF_fy21|FCF_fy22|FCF_fy23|FCF_fy24|FCF_fy25|CapEx_fy21|CapEx_fy22|CapEx_fy23|CapEx_fy24|CapEx_fy25|DnA_fy21|DnA_fy22|DnA_fy23|DnA_fy24|DnA_fy25|dWC_fy21|dWC_fy22|dWC_fy23|dWC_fy24|dWC_fy25|NetCF_fy21|NetCF_fy22|NetCF_fy23|NetCF_fy24|NetCF_fy25|FinCF_fy21|FinCF_fy22|FinCF_fy23|FinCF_fy24|FinCF_fy25|InvCF_fy21|InvCF_fy22|InvCF_fy23|InvCF_fy24|InvCF_fy25|FCFMargin_fy21|FCFMargin_fy22|FCFMargin_fy23|FCFMargin_fy24|FCFMargin_fy25|ROE_fy21|ROE_fy22|ROE_fy23|ROE_fy24|ROE_fy25|ROA_fy21|ROA_fy22|ROA_fy23|ROA_fy24|ROA_fy25|ROIC_fy21|ROIC_fy22|ROIC_fy23|ROIC_fy24|ROIC_fy25|DERatio_fy21|DERatio_fy22|DERatio_fy23|DERatio_fy24|DERatio_fy25|NetDERatio_fy21|NetDERatio_fy22|NetDERatio_fy23|NetDERatio_fy24|NetDERatio_fy25
SO|2.2|9.57|1.95|10.46|20.68|6.26|20.68|8.13|8.01|15.84|1.02|5.0|8.3|79.4|72|57|17|146||16.18|17.80|14.15|20.35|17.12|13.3||8.11|9.65|6.95|8.17|8.22|11.7|UP|flat||244|331|289|451|329|4|UP|2096000000|2262000000.0|2360000000.0|2573000000.0|2845000000.0|1694000000|1856000000.0|1935000000.0|2150000000.0|2390000000.0|402030000.00|405610000.0|424460000.0|422750000.0|455370000.0|19.18|17.94|17.99|16.43|16.0|193730000.00|153530000.0|205120000.0|181550000.0|227940000.0|9.24|6.79|8.69|7.06|8.01|193730000.00|153530000.0|205120000.0|181550000.0|227940000.0|220000000|188880000.0|233580000.0|220340000.0|266839999.99999997|10.50|8.35|9.9|8.56|9.38|210780000.00|211600000.0|230210000.0|192980000.0|286450000.0|20.17|20.24|20.29|20.51|20.45|168260000.00|168770000.0|183500000.0|153400000.0|227870000.0|8.03|7.46|7.78|5.96|8.01|350000.00|0.35|0.39|0.32|0.48|20.57|0.3|8.73|-16.4|48.55|0|0.0|0.0|-1530000.0|-960000.0|26270000.00|35360000.0|28470000.0|38790000.0|38890000.0||1918000000.0|2074000000.0|2351000000.0|2523000000.0||874890000.0|1044000000.0|1267000000.0|1404000000.0||1043110000.0|1030000000.0|1084000000.0|1119000000.0||211430000.0|169920000.0|42600000.0|42090000.0||678150000.0|832780000.0|1035000000.0|1142000000.0|||||||-465850000.0|-662270000.0|-991470000.0|-1099000000.0||2.19|2.16|2.28|2.35||259980000.00000003|350440000.0|328850000.0|489110000.0||244470000.0|330660000.0|288840000.0|450740000.0||-15520000.0|-19780000.0|-40010000.0|-38370000.0||145780000.0|176540000.0|219040000.0|295370000.0||-28400000.0|-9480000.0|-57910000.0|-24400000.0||63530000.0|-41500000.0|-127320000.0|-520000.0||-336990000.0|-463780000.0|-487010000.0|-636570000.0||140540000.0|71840000.0|30840000.0|146940000.0||10.81|14.01|11.23|15.84||16.92|17.7|14.51|20.68||5.55|6.42|5.13|5.85||9.38|10.21|7.66|8.45||0.65|0.81|0.95|1.02||0.45|0.64|0.92|0.98
SCGD|8.1|8.71|0.42|11.48|29.22|4.02|4.62|5.17|4.11|10.46|0.64|6.0|7.72|44.27|86|39|19|144||-2.24|1.54|3.91|4.79|2.00|136.1||3.88|2.04|3.93|4.27|3.53|24.7|UP|UP|1000|525|1774|1100|2372|1354|5|UP|31023000000|35228000000.0|28312000000.0|25563000000.0|22676000000.0|23140000000|27019000000.0|21633000000.0|19040000000.0|16454000000.0|7883000000|8209000000.0|6679000000.0|6524000000.0|6222000000.0|25.41|23.3|23.59|25.52|27.44|1630000000|1606000000.0|1244000000.0|1557000000.0|1640000000.0|5.25|4.56|4.4|6.09|7.23|1630000000|1606000000.0|1244000000.0|1557000000.0|1640000000.0|3237000000|3064000000.0|2514000000.0|3130000000.0|3259000000.0|10.43|8.7|8.88|12.25|14.37|1081000000|-82370000.0|927880000.0|1068000000.0|1260000000.0|45.80||48.88|23.36|26.36|321260000.00|-421020000.0|327750000.0|809880000.0|931790000.0|1.04|-1.2|1.16|3.17|4.11|410000.00|-0.53|0.28|0.49|0.56||||147.11|15.05|-125830000.00|-160380000.0|-547730000.0|-492740000.0|-384060000.0|1607000000|1459000000.0|1270000000.0|1574000000.0|1618000000.0|46938000000|40550000000.0|41651000000.0|39823000000.0|36588000000.0|10026000000|21726000000.0|20339000000.0|19117000000.0|17131000000.0|32699000000|15854000000.0|19697000000.0|19130000000.0|17993000000.0|3419000000|1817000000.0|5203000000.0|4204000000.0|3656000000.0|3587000000|16142000000.0|15005000000.0|13870000000.0|12473000000.0|||||2997000000.0|5752000000|-8778000000.0|-4725000000.0|-4695000000.0|-3524000000.0|41.32|20.05|11.94|11.59|10.91|2025000000|2103000000.0|3494000000.0|3110000000.0|3369000000.0|1000000000|524549999.99999994|1774000000.0|1100000000.0|2372000000.0|-1025000000|-1578000000.0|-1720000000.0|-2010000000.0|-996450000.0|1901000000|1740000000.0|1515000000.0|1574000000.0|1618000000.0|-1162000000|-1227000000.0|881680000.0|603370000.0|675270000.0|405950000.00|-1602000000.0|3387000000.0|-999540000.0|-548080000.0|-998380000.00|11783000000.0|802120000.0|-2330000000.0|-2300000000.0|-737530000.00|-15507000000.0|-864930000.0|-1730000000.0|-1535000000.0|3.23|1.49|6.27|4.3|10.46||-1.23|2.36|3.9|4.62||2.29|1.89|2.39|2.68|2.84|5.46|2.37|4.64|4.99|0.10|0.86|0.7|0.67|0.64|-0.16|0.47|0.22|0.23|0.18
KCG|5.3|10.56|1.66|9.47|17.36|7.08|16.4|12.32|5.8|10.64|0.33|6.0|5.23|44.4|59|68|16|143||20.36|11.35|13.80|15.74|15.31|21.6||6.60|8.34|9.90|12.71|9.39|23.9|flat|UP||-449|-71|350|922|188|2|UP||6191000000.0|7192000000.0|7768000000.0|8672000000.0||4391000000.0|5010000000.0|5351000000.0|5978000000.0||1800000000.0|2182000000.0|2417000000.0|2694000000.0||29.07|30.34|31.12|31.07||325320000.0|453570000.0|563190000.0|665930000.0||5.25|6.31|7.25|7.68||325320000.0|453570000.0|563190000.0|665930000.0||429620000.0|562460000.0|718440000.0|826630000.0||6.94|7.82|9.25|9.53||314670000.0|386240000.0|511230000.0|628790000.0||23.39|20.8|20.62|19.96||241060000.0|305900000.0|405830000.0|503270000.0||3.89|4.25|5.22|5.8||0.62|0.67|0.74|0.92||-20.54|26.9|32.67|24.01||-52540000.0|-79940000.0|-53060000.0|-43410000.0||104310000.0|108890000.0|155250000.0|160700000.0||5540000000.0|5872000000.0|5994000000.0|6316000000.0||4356000000.0|3178000000.0|3052000000.0|3119000000.0||1184000000.0|2694000000.0|2941000000.0|3197000000.0||374500000.0|334490000.0|64010000.00000001|67810000.0||2969000000.0|1947000000.0|1639000000.0|1065000000.0||202690000.0|5380000.0||||-2595000000.0|-1612000000.0|-1575000000.0|-997080000.0||3.03|4.94|5.4|5.87||-325920000.0|332970000.0|760010000.0|1114000000.0||-449170000.0|-71160000.0|349940000.0|922470000.0||-123250000.0|-404130000.0|-410070000.0|-191340000.0||174740000.0|171660000.0|212720000.0|225060000.0||-765920000.0|-254000000.0|15470000.0|321800000.0||25450000.0|-40020000.0|-270480000.0|3800000.0||475850000.0|30920000.0|-588740000.0|-908250000.0||-124470000.0|-403910000.0|-441740000.0|-201760000.0||-7.26|-0.99|4.5|10.64||18.03|15.78|14.4|16.4||4.01|4.97|5.93|6.76||7.49|8.89|10.13|12.24||2.51|0.72|0.56|0.33||2.19|0.6|0.54|0.31
KDH|1.6|10.54|1.77|9.49|8.42|3.88|17.83|73.87|13.25|11.76|0.01|5.0|3.26|31.83|56|74|13|143||13.21|14.98|17.53|16.82|15.63|10.8||17.66|18.48|20.34|18.86|18.84|5.2|flat|flat||162|88|143|135|132|4|DOWN||1078000000.0|1191000000.0|1033000000.0|1149000000.0||677160000.0|723090000.0|650650000.0|723900000.0||401240000.0|467420000.0|382210000.0|425060000.0||37.21|39.26|37.0|37.0||102580000.0|128280000.0|167650000.0|183270000.0||9.51|10.78|16.23|15.95||102580000.0|128280000.0|167650000.0|183270000.0||143850000.0|165430000.0|203600000.0|224890000.0||13.34|13.89|19.71|19.57||102870000.0|132020000.00000001|174940000.0|190650000.0||21.22|20.02|19.61|20.14||81040000.0|105590000.0|140640000.0|152250000.0||7.51|8.87|13.62|13.25||4.18|5.45|7.26|7.85||114.75|30.28|33.2|8.26||-1000000.0|-830000.0|-620000.0|-440000.0||41270000.0|37150000.0|35950000.0|41630000.0||803030000.0|877320000.0|1016000000.0|1114000000.0||189340000.0|172580000.0|213180000.0|209340000.0||613690000.0|704740000.0|802820000.0|904660000.0||168200000.0|160360000.0|149880000.0|134640000.0||12050000.0|10900000.0|10240000.0|5750000.0|||||||476150000.0|539460000.0|629640000.0|715900000.0||31.66|36.36|41.39|46.69||178670000.0|111200000.0|178390000.0|213890000.0||162280000.0|88140000.0|142820000.0|135090000.0||-16390000.0|-23060000.0|-35570000.0|-78810000.0||44580000.0|40520000.0|39400000.0|45630000.0||35520000.0|-38300000.0|-8390000.0|11110000.0||-10150000.0|-7840000.0|-10470000.0|-15240000.0||-4520000.0|-18260000.0|-42190000.0|-53390000.0||-184290000.0|-100780000.0|-146670000.0|-175740000.0||15.05|7.4|13.83|11.76||14.46|16.02|18.66|17.83||8.81|9.54|11.07|10.76||43.75|67.76|79.74|80.87||0.02|0.02|0.01|0.01||-0.78|-0.76|-0.78|-0.79
AIT|7.5|12.84|1.87|7.75|17.46|5.86|13.97|28.55|8.52|19.2|0.08|5.0|7.38|145.39|62|65|15|142|17.22|14.49|12.43|13.36|14.46|14.39|11.2|20.77|23.67|21.26|21.78|31.07|23.71|16.1|flat|UP|1687|132|760|336|1309|845|5|DOWN|7035000000|6618000000.0|6520000000.0|7198000000.0|6818000000.0|5677000000|5274000000.0|5210000000.0|5719000000.0|5394000000.0|1357000000|1344000000.0|1311000000.0|1479000000.0|1424000000.0|19.29|20.32|20.1|20.55|20.89|765480000.00|743010000.0|629310000.0|716630000.0|717280000.0|10.88|11.23|9.65|9.96|10.52|765480000.00|743010000.0|629310000.0|716630000.0|717280000.0|865720000.00|874530000.0|786380000.0|882630000.0|901770000.0|12.31|13.21|12.06|12.26|13.23|665320000.00|684750000.0|666690000.0|747190000.0|742470000.0|20.77|20.9|24.45|23.47|21.9|527120000.00|541640000.0|503670000.0|572460000.0|581110000.0|7.49|8.18|7.72|7.95|8.52|510000.00|0.39|0.34|0.37|0.38|33.70|2.76|-7.01|13.66|1.51|-11550000.00|-2790000.0|-1630000.0|-1310000.0|-2600000.0|100250000.00|131520000.00000001|157070000.0|166000000.0|184490000.0|5752000000|6341000000.0|6581000000.0|6803000000.0|6540000000.0|2691000000|2603000000.0|2528000000.0|2519000000.0|2520000000.0|3061000000|3738000000.0|4053000000.0|4283000000.0|4019000000.0|378500000.0|1487000000.0|1952000000.0|1901000000.0|2525000000.0|236990000.00|232340000.0|135430000.0|135010000.0|308180000.0||||||861510000.00|1254000000.0|1817000000.0|1766000000.0|2216000000.0|2.97|2.81|2.77|2.79|2.62|1883000000|379470000.0|957400000.0|524220000.0|1413000000.0|1687000000|131800000.00000001|760230000.0|335710000.0|1309000000.0|-195320000.00|-247670000.0|-197180000.0|-188520000.0|-103960000.0|100250000.00|131520000.00000001|157070000.0|166000000.0|184490000.0|1175000000|-378540000.0|295840000.0|-255880000.0|592970000.0|174030000.00|1108000000.0|465560000.0|-51050000.0|623470000.0|-766770000.00|127020000.0|-290000000.0|-373370000.0|-676180000.0|-941880000.00|601610000.0|-201840000.0|-201900000.0|-113170000.0|23.99|1.99|11.66|4.66|19.2|17.61|15.93|12.93|13.72|13.97|7.85|7.68|6.09|6.69|6.72|22.01|25.1|20.14|23.07|25.93|0.08|0.06|0.03|0.03|0.08|-0.28|-0.34|-0.45|-0.41|-0.55
HUMAN|3.9|11.56|1.18|8.79|9.62|6.3|9.81|11.94|22.23|24.33|0.04|5.0|6.81|73.82|58|67|17|142|11.81|4.74|8.56|9.33|10.36|8.96|26.5|13.95|5.78|10.35|11.27|12.05|10.68|25.5|UP|UP|222|228|434|475|378|348|5|UP|763100000.0|1073000000.0|1337000000.0|1464000000.0|1555000000.0|398260000.00|532480000.0|613060000.0|692640000.0|752420000.0|364840000.00|541010000.0|723610000.0|771280000.0|802240000.0|47.81|50.4|54.13|52.69|51.6|196540000.00|207510000.0|379200000.0|428180000.0|438800000.0|25.76|19.33|28.37|29.25|28.23|196540000.00|207510000.0|379200000.0|428180000.0|438800000.0|227720000.00|263760000.0|440210000.0|487720000.0|497160000.0|29.84|24.57|32.93|33.32|31.98|185960000.00|190770000.0|358510000.0|418520000.0|427980000.0|11.09|14.04|14.2|17.43|19.57|169820000.00|164890000.0|308190000.0|343970000.0|345530000.0|22.25|15.36|23.06|23.5|22.23|250000.00|0.13|0.36|0.4|0.41|2.45|-2.91|86.91|11.61|0.45|-9340000.00|-12730000.0|-13010000.0|-9890000.0|-8000000.0|31170000.00|56260000.0|61020000.0|59530000.0|58360000.0|1770000000|3983000000.0|4099000000.0|4215000000.0|3921000000.0|332390000.00|500340000.0|499650000.0|529650000.0|586220000.0|1432000000|3475000000.0|3578000000.0|3680000000.0|3331000000.0|334590000.00|586170000.0|613030000.0|678490000.0|533490000.0|149660000.00|192020000.0|156920000.0|128419999.99999999|126490000.0||||||740980000.00|808740000.0|883410000.0|989990000.0|507370000.0|2.11|4.01|4.12|4.24|3.98|242880000.00|240720000.0|453510000.0|496370000.0|402540000.0|221680000.00|228170000.0|434490000.0|475450000.0|378260000.0|-21200000.0|-12540000.0|-19010000.0|-20920000.0|-24280000.0|58210000.00|92540000.0|103150000.0|101470000.0|101930000.0|8690000.00|-101020000.0|2020000.0|31990000.0|-47540000.0|87790000.00|251580000.0|26860000.0|65470000.0|-145010000.0|-126420000.00|-170380000.0|-225880000.0|-289220000.0|-549410000.0|-36550000.00|188450000.0|-198670000.0|-164610000.0|8420000.0|29.05|21.25|32.51|32.48|24.33|12.23|6.67|8.69|9.49|9.81|7.31|4.51|5.87|6.44|6.74|16.39|8.36|10.64|11.56|11.84|0.10|0.06|0.04|0.04|0.04|-0.51|-0.23|-0.24|-0.27|-0.15
SELIC|1.6|10.62|0.95|9.41|21.83|6.72|12.53|11.31|7.14|16.57|0.48|6.0|1.38|15.78|70|63|9|142|12.20|3.28|5.93|7.52|8.94|7.57|39.3|8.77|3.28|7.54|10.04|11.26|8.18|33.6|UP|UP|83|-440|39|159|341|36|4|UP|1461000000|1625000000.0|1904000000.0|2139000000.0|2061000000.0|1103000000|1263000000.0|1382000000.0|1493000000.0|1368000000.0|358300000.0|361840000.0|521840000.00000006|645930000.0|693190000.0|24.53|22.27|27.41|30.2|33.63|120500000.0|82050000.0|200860000.0|277620000.0|298330000.0|8.25|5.05|10.55|12.98|14.47|120500000.0|82050000.0|200860000.0|277620000.0|298330000.0|154250000.00|118840000.0|248590000.0|326610000.0|342560000.0|10.56|7.31|13.05|15.27|16.62|104310000.00|52030000.0|156670000.0|242240000.0|263480000.00000003|21.84|22.51|20.74|20.48|20.51|81530000.00|40560000.0|80150000.0|127610000.0|147130000.0|5.58|2.5|4.21|5.97|7.14|160000.00|0.07|0.13|0.21|0.24|-8.71|-50.25|97.61|59.22|15.29|-21290000.00|-24020000.0|-45110000.0|-43630000.0|-33340000.000000004|33750000.00|36790000.0|47720000.0|48990000.0|44230000.0|1757000000|2781000000.0|3045000000.0|3264000000.0|3206000000.0|1089000000|1545000000.0|1693000000.0|1566000000.0|1562000000.0|668080000.00|959780000.0|1032000000.0|1174000000.0|1158000000.0|101200000.0|182730000.0|128699999.99999999|297250000.0|325890000.0|506700000.0|883990000.0|887260000.0|798240000.0|786020000.0|278290000.00|586690000.0|478050000.0|392130000.0|353130000.0|-405500000.0|-701260000.0|-758560000.0|-500990000.0|-448870000.0|1.29|1.57|1.69|1.92|1.9|105500000.0|128500000.0|172890000.0|234150000.0|382220000.0|82770000.00|-440120000.0|38820000.0|159220000.0|341430000.0|-22740000.00|-568620000.0|-134070000.0|-74930000.0|-40800000.0|52700000.0|57160000.0|76400000.0|79420000.0|73500000.0|-48150000.00|-4090000.0|-98990000.0|-90830000.0|50910000.0|-48500000.0|81540000.0|-54040000.0|168550000.0|28640000.0|-58890000.00|564430000.0|-86570000.0|9610000.0|-302360000.0|-100200000.0|-615470000.0|-137870000.0|-74230000.0|-48910000.0|5.67|-27.09|2.04|7.44|16.56|13.71|4.24|9.6|12.63|12.53|4.46|2.26|4.31|5.5|5.76|9.25|4.22|7.87|10.25|11.05|0.76|0.72|0.66|0.47|0.48|0.61|0.57|0.56|0.3|0.27
ASEFA|2.1|9.88|1.06|10.24|18.83|7.12|11.58|9.28|6.63|12.18|0.48|5.0|3.37|33.66|73|55|13|141||6.52|10.66|3.75|10.87|7.95|37.5||5.82|8.04|3.49|9.51|6.71|33.9|UP|UP||-89|-102|318|403|132|2|UP||3091000000.0|3433000000.0|3149000000.0|3306000000.0||2559000000.0|2796000000.0|2488000000.0|2484000000.0||531789999.99999994|637010000.0|661560000.0|822020000.0||17.21|18.55|21.01|24.86||133300000.00000001|216660000.0|98030000.0|300290000.0||4.31|6.31|3.11|9.08||133300000.00000001|216660000.0|98030000.0|300290000.0||174450000.0|260079999.99999997|139340000.0|367140000.0||5.64|7.58|4.42|11.1||129370000.0|207120000.0|88550000.0|285700000.0||18.83|18.8|16.15|21.05||103330000.0|168400000.0|70400000.0|219220000.0||3.34|4.91|2.23|6.63||0.19|0.31|0.13|0.42||-25.31|62.97|-58.2|211.41||-3170000.0|-14300000.0|-21020000.0|-25550000.0||41150000.0|43420000.0|41310000.0|66849999.99999999||2921000000.0|3331000000.0|3444000000.0|4443000000.0||1337000000.0|1753000000.0|1566000000.0|2427000000.0||1611000000.0|1609000000.0|1906000000.0|1983000000.0||160300000.0|247300000.0|272130000.0|485300000.0||434750000.0|855490000.0|750810000.0|963020000.0||||51900000.0|129289999.99999999||-274450000.0|-608190000.0|-478680000.0|-477710000.0||2.95|3.04|3.6|3.84||-52530000.0|82560000.0|581400000.0|595310000.0||-88750000.0|-102270000.0|317920000.0|402850000.0||-36220000.0|-184830000.0|-263470000.00000003|-192470000.0||41150000.0|43420000.0|43960000.0|73000000.0||-263430000.0|-143090000.0|320130000.0|261160000.00000003||86370000.0|86990000.0|24830000.0|213180000.0||152600000.0|257050000.0|-206490000.0|-98010000.0||-13690000.0|-252620000.0|-350080000.0|-284120000.0||-2.87|-2.98|10.1|12.18||6.57|10.64|4.29|11.58||3.09|4.33|1.81|4.76||6.09|8.7|3.62|9.77||0.28|0.54|0.4|0.48||0.17|0.39|0.26|0.24
SSF|1.4|10.4|0.53|9.62|27.79|4.06|9.74|8.49|2.47|7.13|0.23|7.0|6.92|64.81|73|51|17|141||3.52|5.49|5.44|5.12|4.89|16.5||4.16|9.77|10.10|8.55|8.14|29.1|flat|flat||-17|504|630|401|380|3|UP||5848000000.0|5249000000.0|5590000000.0|5632000000.0||5236000000.0|4547000000.0|4854000000.0|4967000000.0||612660000.0|701870000.0|735980000.0|664180000.0||10.47|13.37|13.16|11.79||145340000.0|310640000.0|335200000.0|269780000.0||2.48|5.92|6.0|4.79||145340000.0|310640000.0|335200000.0|269780000.0||443600000.0|622140000.0|595490000.0|513690000.00000006||7.58|11.85|10.65|9.12||187270000.0|335120000.0|367420000.0|309460000.0||10.97|9.45|17.93|17.17||83470000.0|130419999.99999999|138760000.0|138900000.0||1.43|2.48|2.48|2.47||0.31|0.48|0.51|0.51||-59.33|56.25|6.4|0.1||-17750000.0|-31490000.0|-26840000.0|-18110000.0||298260000.0|311500000.0|260290000.00000003|243910000.0||4226000000.0|4156000000.0|3929000000.0|4130000000.0||1858000000.0|1782000000.0|1378000000.0|1415000000.0||1870000000.0|1870000000.0|1949000000.0|1911000000.0||325640000.0|458100000.0|387300000.0|714460000.0||1066000000.0|962280000.0|561270000.0|613450000.0||213440000.0|203470000.0|158700000.0|100320000.0||-739900000.0|-504190000.0|-173970000.0|101010000.0||6.92|6.93|7.22|7.08||296550000.0|644090000.0|731350000.0|529210000.00000006||-16940000.0|504340000.0|630210000.0|401440000.0||-313490000.0|-139750000.0|-101150000.0|-127770000.0||326150000.0|325900000.0|275720000.0|259040000.00000003||-221710000.0|-33610000.0|94310000.0|-28740000.0||-78630000.0|132460000.00000001|-70790000.0|327150000.0||-67240000.0|-374380000.0|-704680000.0|-77790000.0||-307950000.0|-137260000.0|-97470000.0|-124270000.0||-0.29|9.61|11.27|7.13||6.73|12.8|12.25|9.74||2.16|4.63|5.18|4.18||4.3|9.4|9.82|8.37||0.45|0.41|0.22|0.23||0.31|0.21|0.07|-0.04
PDG|0.9|10.78|1.43|9.28|11.37|3.99|13.36|32.08|13.05|16.0|None|6.0|9.27|92.6|64|62|15|141|9.39|6.96|4.86|11.38|13.29|9.18|32.8|18.76|12.73|9.56|24.39|31.25|19.34|40.5|UP|UP|128|16|61|79|102|77|5|DOWN|685250000.00|759070000.0|634410000.0|633500000.0|637690000.0|554140000.00|641260000.0|533299999.99999994|480830000.0|461430000.0|131110000.00|117810000.0|101110000.0|152670000.0|176270000.0|19.13|15.52|15.94|24.1|27.64|68970000.00|50770000.0|33890000.0|85840000.0|103390000.0|10.07|6.69|5.34|13.55|16.21|68970000.00|50770000.0|33890000.0|85840000.0|103390000.0|121840000.00|96740000.0|68370000.0|118800000.0|133740000.00000001|17.78|12.74|10.78|18.75|20.97|69060000.00|50900000.0|35950000.0|88140000.0|105030000.0|20.01|20.18|19.61|19.92|20.74|55240000.00|40630000.0|28900000.0|70580000.0|83240000.0|8.06|5.35|4.55|11.14|13.05|190000.00|0.14|0.1|0.24|0.28|-43.78|-26.46|-28.87|144.25|17.94|-310000.00|-350000.0|-330000.0|-330000.0|-310000.0|52860000.00|45960000.0|34480000.0|32960000.0|30340000.0|764480000.00|719770000.0|701270000.0|744310000.0|744360000.0|176000000|136020000.0|106450000.0|124160000.0|118190000.0|588480000.00|583750000.0|594820000.0|620150000.0|626170000.0|294360000.00|265470000.00000003|309780000.0|338290000.0|363940000.0|||||||||||294360000.00|265470000.00000003|309780000.0|338290000.0|363940000.0|1.98|1.97|2.0|2.09|2.11|145940000.00|22340000.0|76580000.0|109550000.0|123360000.0|128310000.00|16340000.0|60950000.0|78800000.0|102000000.0|-17630000.00|-6010000.0|-15630000.0|-30760000.0|-21360000.0|52860000.00|45960000.0|34480000.0|32960000.0|30340000.0|37800000.0|-67130000.0|9030000.0|-4690000.0|730000.0|42840000.00|-28890000.0|44310000.0|28510000.0|25650000.0|-85490000.00|-45290000.0|-17790000.0|-50340000.0|-77080000.0|-17600000.0|-5940000.0|-14490000.0|-30700000.0|-20630000.0|18.72|2.15|9.61|12.44|16.0|9.17|6.93|4.9|11.62|13.36|5.80|4.28|2.98|7.42|8.68|16.74|13.24|9.03|24.25|30.12||||||-0.50|-0.45|-0.52|-0.55|-0.58
